state,district,block,panchayat,village,date,demand
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-02-05,169.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-02-12,178.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-02-19,177.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-02-26,182.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-03-04,189.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-03-11,178.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-03-18,205.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-03-25,178.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-04-01,177.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-04-08,198.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-04-15,194.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-04-22,191.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-04-29,189.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-05-06,181.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-05-13,170.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-05-20,176.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-05-27,165.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-06-03,176.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-06-10,162.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-06-17,152.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-06-24,152.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-07-01,154.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-07-08,140.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-07-15,134.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-07-22,139.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-07-29,135.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-08-05,124.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-08-12,121.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-08-19,124.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-08-26,106.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-09-02,104.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-09-09,108.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-09-16,112.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-09-23,116.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-09-30,126.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-10-07,120.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-10-14,112.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-10-21,115.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-10-28,108.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-11-04,119.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-11-11,119.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-11-18,128.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-11-25,121.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-12-02,137.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-12-09,150.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-12-16,140.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-12-23,149.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2024-12-30,156.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-01-06,151.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-01-13,161.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-01-20,163.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-01-27,168.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-02-03,164.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-02-10,175.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-02-17,183.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-02-24,194.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-03-03,192.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-03-10,204.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-03-17,180.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-03-24,195.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-03-31,189.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-04-07,207.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-04-14,179.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-04-21,178.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-04-28,178.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-05-05,162.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-05-12,173.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-05-19,168.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-05-26,173.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-06-02,171.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-06-09,180.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-06-16,168.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-06-23,149.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-06-30,142.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-07-07,150.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-07-14,129.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-07-21,153.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-07-28,143.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-08-04,124.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-08-11,110.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-08-18,
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-08-25,118.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-09-01,128.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-09-08,101.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-09-15,108.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-09-22,113.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-09-29,113.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-10-06,109.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-10-13,119.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-10-20,105.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-10-27,116.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-11-03,120.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-11-10,127.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-11-17,231.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-11-24,267.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-12-01,316.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-12-08,394.0
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-12-15,
Tamil Nadu,Salem,Attur,Periyakottai GP,Periyakottai,2025-12-22,481.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-01-01,
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-01-08,62.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-01-15,68.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-01-22,66.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-01-29,74.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-02-05,75.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-02-12,69.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-02-19,75.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-02-26,75.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-03-04,78.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-03-11,71.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-03-18,77.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-03-25,79.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-04-01,69.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-04-08,71.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-04-15,67.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-04-22,73.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-04-29,76.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-05-06,78.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-05-13,71.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-05-20,76.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-05-27,
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-06-03,61.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-06-10,65.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-06-17,65.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-06-24,62.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-07-01,53.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-07-08,58.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-07-15,52.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-07-22,57.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-07-29,54.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-08-05,48.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-08-12,48.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-08-19,45.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-08-26,47.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-09-02,50.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-09-09,42.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-09-16,47.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-09-23,43.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-09-30,42.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-10-07,45.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-10-14,42.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-10-21,44.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-10-28,42.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-11-04,55.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-11-11,49.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-11-18,48.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-11-25,52.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-12-02,53.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-12-09,54.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-12-16,59.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-12-23,61.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2024-12-30,58.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-01-06,60.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-01-13,63.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-01-20,57.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-01-27,62.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-02-03,73.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-02-10,76.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-02-17,70.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-02-24,74.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-03-03,74.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-03-10,85.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-03-17,79.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-03-24,74.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-03-31,72.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-04-07,69.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-04-14,75.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-04-21,71.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-04-28,68.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-05-05,70.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-05-12,67.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-05-19,76.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-05-26,72.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-06-02,67.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-06-09,71.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-06-16,64.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-06-23,59.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-06-30,65.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-07-07,60.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-07-14,53.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-07-21,54.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-07-28,50.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-08-04,47.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-08-11,53.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-08-18,56.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-08-25,43.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-09-01,49.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-09-08,44.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-09-15,44.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-09-22,43.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-09-29,42.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-10-06,45.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-10-13,42.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-10-20,47.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-10-27,47.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-11-03,47.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-11-10,46.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-11-17,48.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-11-24,54.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-12-01,55.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-12-08,51.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-12-15,57.0
Tamil Nadu,Villupuram,Gingee,Vadakku Agraharam GP,Vadakku Agraharam,2025-12-22,61.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-01-01,9.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-01-08,9.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-01-15,4.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-01-22,8.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-01-29,6.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-02-05,5.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-02-12,6.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-02-19,8.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-02-26,7.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-03-04,7.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-03-11,6.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-03-18,11.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-03-25,6.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-04-01,8.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-04-08,7.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-04-15,8.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-04-22,9.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-04-29,7.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-05-06,7.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-05-13,7.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-05-20,12.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-05-27,7.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-06-03,7.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-06-10,6.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-06-17,7.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-06-24,11.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-07-01,8.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-07-08,4.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-07-15,10.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-07-22,10.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-07-29,7.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-08-05,13.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-08-12,8.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-08-19,6.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-08-26,6.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-09-02,7.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-09-09,9.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-09-16,7.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-09-23,6.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-09-30,9.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-10-07,6.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-10-14,11.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-10-21,12.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-10-28,6.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-11-04,11.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-11-11,8.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-11-18,6.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-11-25,8.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-12-02,9.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-12-09,8.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-12-16,9.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-12-23,11.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2024-12-30,7.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-01-06,8.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-01-13,10.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-01-20,11.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-01-27,7.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-02-03,5.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-02-10,8.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-02-17,5.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-02-24,11.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-03-03,5.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-03-10,7.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-03-17,8.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-03-24,9.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-03-31,10.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-04-07,6.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-04-14,8.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-04-21,8.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-04-28,8.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-05-05,7.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-05-12,7.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-05-19,8.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-05-26,11.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-06-02,10.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-06-09,4.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-06-16,7.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-06-23,6.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-06-30,12.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-07-07,11.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-07-14,6.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-07-21,9.0
Tamil Nadu,Villupuram,Gingee,Melpakkam GP,Melpakkam,2025-07-28,9.0
